"tier","agency","principal__l1","shop_id","is_cbp","offsite__managed","paid_ads__managed","metrics","grass_month","month","actual_2021","target_2022"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","others","2021-03-01 00:00:00.0","3","0.15","0.24"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","0.23","0.36800000000000005"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","0.4","0.6400000000000001"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","15326.500000000002","24522.400000000005"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","2192.0500000000006","3507.280000000001"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","25057.200000000008","40091.52000000002"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","others","2021-12-01 00:00:00.0","12","3231.1499999999996","5169.84"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","182.8","292.48"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","100.2","330.65999999999997"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","578.45","925.5200000000001"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","others","2021-06-01 00:00:00.0","6","25.5","40.800000000000004"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","google","2021-08-01 00:00:00.0","8","829.8","1327.68"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","fb cpas","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","others","2021-04-01 00:00:00.0","4","29.250000000000004","46.80000000000001"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","google","2021-12-01 00:00:00.0","12","6093.800000000001","9750.080000000002"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","131.80000000000004","210.88000000000008"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","google","2021-07-01 00:00:00.0","7","238.8","382.08000000000004"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","1106.2000000000003","3650.4600000000005"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","3535.3499999999995","11666.654999999997"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","486.20000000000005","777.9200000000001"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb cpas","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","2065.35","6815.655"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","google","2021-07-01 00:00:00.0","7","220.0","726.0"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-11-01 00:00:00.0","11","5574.599999999999","8919.359999999999"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","8413.65","13461.84"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","others","2021-05-01 00:00:00.0","5","1672.2","5518.26"
"Tier 2","1 Digital","Acer","333430029","Non CBP","0","1","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","84.87","280.071"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","688.45","2271.885"
"Tier 1","Dentsu","Bitis","25211549","CBP","1","0","fb non cpas","2021-08-01 00:00:00.0","8","2644.65","4231.4400000000005"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb cpas","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb non cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","0.2","0.32000000000000006"
"Tier 1","Dentsu","Bitis","25211549","CBP","1","0","google","2021-10-01 00:00:00.0","10","1.2","1.92"
"Tier 1","Publicis","L'Oreal PPD","487013605","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","7.649999999999999","25.244999999999994"
"Tier 1","OMD","Star Kombucha","218106617","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","299.5999999999999","988.6799999999996"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","2080.75","6866.474999999999"
"Tier 1","GroupM","Lavie","272810374","Non CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","3.1499999999999995","10.394999999999998"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","google","2021-10-01 00:00:00.0","10","10.999999999999998","17.599999999999998"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","232.99","768.867"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","5.520000000000001","8.832000000000003"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","fb cpas","2021-05-01 00:00:00.0","5","73.92","243.93599999999998"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","1.3800000000000001","2.208"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","others","2021-11-01 00:00:00.0","11","0.9","1.4400000000000002"
"Tier 1","GroupM","Vinasoy","192983257","Non CBP","1","1","others","2021-01-01 00:00:00.0","1","0.44999999999999996","1.4849999999999999"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","others","2021-11-01 00:00:00.0","11","0.3","0.48"
"Tier 1","GroupM","Lavie","272810374","Non CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","0.7","2.3099999999999996"
"Tier 2","1 Digital","Seagate","279742060","Non CBP","0","0","fb non cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","2998.0999999999995","4796.959999999999"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","16950.4","27120.640000000003"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","3420.55","11287.815"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-10-01 00:00:00.0","10","1578.2000000000005","2525.120000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","537.32","1773.1560000000002"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","others","2021-04-01 00:00:00.0","4","42.0","67.2"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb non cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 2","OnPoint","Taisun","132894999","Non CBP","0","1","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","google","2021-03-01 00:00:00.0","3","5701.32","9122.112"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","486.20000000000005","777.9200000000001"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","google","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-02-01 00:00:00.0","2","189.54000000000002","625.4820000000001"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb non cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","google","2021-05-01 00:00:00.0","5","20.519999999999992","32.83199999999999"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","google","2021-08-01 00:00:00.0","8","1159.4","1855.0400000000002"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","others","2021-03-01 00:00:00.0","3","139.05","222.48000000000002"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","3948.000000000001","6316.800000000002"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","others","2021-02-01 00:00:00.0","2","60.00000000000001","96.00000000000001"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-07-01 00:00:00.0","7","4101.800000000001","6562.880000000002"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-10-01 00:00:00.0","10","200.99999999999997","663.2999999999998"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","10445.05","16712.079999999998"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","1064.4399999999998","3512.651999999999"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","121.60000000000001","401.28000000000003"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","fb cpas","2021-06-01 00:00:00.0","6","0.28","0.44800000000000006"
"Tier 1","Dentsu","Mentholatum","59597911","CBP","1","0","fb cpas","2021-09-01 00:00:00.0","9","13707.750000000004","21932.40000000001"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","6.400000000000002","21.120000000000005"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","others","2021-04-01 00:00:00.0","4","292.95000000000005","468.7200000000001"
"Tier 1","GroupM","Lavie","244183031","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","2.45","8.085"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","google","2021-01-01 00:00:00.0","1","1.2599999999999998","2.0159999999999996"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","others","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","google","2021-05-01 00:00:00.0","5","0.18","0.594"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","2580.6000000000004","4128.960000000001"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","3138.7999999999993","5022.079999999999"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","520.26","832.416"
"Tier 1","GroupM","Coca-cola","111656812","Non CBP","1","1","others","2021-06-01 00:00:00.0","6","10.950000000000001","36.135000000000005"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","21584.499999999996","34535.2"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","google","2021-11-01 00:00:00.0","11","1161.4","1858.2400000000002"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-08-01 00:00:00.0","8","113.55","181.68"
"Tier 1","OMD","Sanofi","165026318","Non CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","168.2","555.06"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","18723.95","29958.320000000003"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","others","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","google","2021-07-01 00:00:00.0","7","2502.0","4003.2000000000003"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-02-01 00:00:00.0","2","121.2","193.92000000000002"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","google","2021-05-01 00:00:00.0","5","111.78000000000003","178.84800000000007"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","fb non cpas","2021-07-01 00:00:00.0","7","4817.800000000002","7708.480000000003"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","others","2021-01-01 00:00:00.0","1","1.7999999999999998","2.88"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb cpas","2021-07-01 00:00:00.0","7","881.3000000000001","1410.0800000000002"
"Tier 2","OnPoint","L'Oreal PPD","487013605","Non CBP","0","0","google","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","others","2021-09-01 00:00:00.0","9","137.25","219.60000000000002"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb non cpas","2021-04-01 00:00:00.0","4","3166.870000000001","10450.671000000002"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","others","2021-07-01 00:00:00.0","7","60.4","96.64"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","google","2021-09-01 00:00:00.0","9","0.6000000000000001","0.9600000000000002"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","fb non cpas","2021-05-01 00:00:00.0","5","910.8000000000002","3005.6400000000003"
"Tier 2","Intrepid","Yves Rocher","111139273","Non CBP","1","1","google","2021-02-01 00:00:00.0","2","0.36","1.188"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","others","2021-08-01 00:00:00.0","8","1.95","3.12"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb non cpas","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 2","1 Digital","Acer","333430029","Non CBP","0","1","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 2","PMAX","Hipp","77571535","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","19.65","64.845"
"Tier 2","PMAX","Lock&Lock","55771655","CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","0.8","1.2800000000000002"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","fb cpas","2021-03-01 00:00:00.0","3","0.28","0.924"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","google","2021-05-01 00:00:00.0","5","37.25999999999999","122.95799999999997"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","fb non cpas","2021-08-01 00:00:00.0","8","1148.2000000000003","1837.1200000000006"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","1691.8999999999996","5583.269999999999"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","google","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","others","2021-10-01 00:00:00.0","10","2291.8500000000004","3666.960000000001"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","others","2021-09-01 00:00:00.0","9","38.25","126.225"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb non cpas","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 2","OnPoint","L'Oreal PPD","487013605","Non CBP","0","0","google","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","google","2021-10-01 00:00:00.0","10","679.6","1087.3600000000001"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","fb cpas","2021-08-01 00:00:00.0","8","2958.8999999999996","4734.24"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb non cpas","2021-02-01 00:00:00.0","2","2200.41","3520.656"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","others","2021-11-01 00:00:00.0","11","7.5","24.75"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","others","2021-02-01 00:00:00.0","2","2.0999999999999996","3.3599999999999994"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","google","2021-01-01 00:00:00.0","1","7.92","12.672"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","15247.400000000001","24395.840000000004"
"Tier 1","OMD","SC Johnson","340382054","Non CBP","1","1","others","2021-09-01 00:00:00.0","9","37.49999999999999","123.74999999999997"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","others","2021-09-01 00:00:00.0","9","94.40000000000003","151.04000000000005"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","others","2021-08-01 00:00:00.0","8","98.10000000000001","156.96000000000004"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","others","2021-01-01 00:00:00.0","1","21.299999999999997","34.08"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","google","2021-06-01 00:00:00.0","6","907.7399999999999","1452.384"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-09-01 00:00:00.0","9","84.8","279.84"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","1818.0","5999.4"
"Tier 1","Dentsu","KAO","158660528","CBP","1","0","google","2021-12-01 00:00:00.0","12","163.0","260.8"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","fb cpas","2021-07-01 00:00:00.0","7","1346.4499999999998","2154.3199999999997"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","others","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","others","2021-04-01 00:00:00.0","4","442.95","708.72"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","fb cpas","2021-02-01 00:00:00.0","2","0.56","0.8960000000000001"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","2.7600000000000002","4.416"
"Tier 2","Intrepid","Samsung","494226323","Non CBP","0","1","fb non cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","4.830000000000001","7.7280000000000015"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","417.21999999999997","667.552"
"Tier 1","GroupM","Fonterra","135890280","CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","2424.52","3879.232"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb non cpas","2021-04-01 00:00:00.0","4","7979.8499999999985","12767.759999999998"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","4360.800000000001","6977.2800000000025"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb non cpas","2021-05-01 00:00:00.0","5","14588.669999999998","23341.872"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","4263.000000000001","6820.800000000002"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","others","2021-07-01 00:00:00.0","7","130.8","431.64"
"Tier 1","GroupM","Perfetti Van Melle","240741596","Non CBP","1","1","google","2021-10-01 00:00:00.0","10","3.4","11.219999999999999"
"Tier 1","Dentsu","Heineken","453043569","Non CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","158.20000000000002","253.12000000000003"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","google","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","google","2021-02-01 00:00:00.0","2","56.699999999999974","90.71999999999997"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","others","2021-09-01 00:00:00.0","9","328.35","525.36"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","others","2021-09-01 00:00:00.0","9","515.25","1700.3249999999998"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","others","2021-05-01 00:00:00.0","5","2706.75","4330.8"
